tweet link,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1222449562285006849,"Hey Beautiful China, hurry the fuck up with this corona virus shit or you can kiss all your tourism dollars goodbye! And PS. Stop eating bat dicks that probably caused this in the first place. URL",stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222448185534222336,"If you eat #wolf, #snake, #hedgehog, or other weird shit, this is what happens #China cut off by neighbours as it fights ‘devil’ #VIRUS_CORONA #cuisine
 

 URL",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222356340951199744,Bat to snakes to humans is the most likely hypothesis currently. China should crack down on wild animal exchange. Bleaching was rookie mistake. Ebola death rate is 90%. This new virus is 4%. Not quite the same. #CoronaOutbreak,not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222359653255794689,"Nature article of 2017 hypothesized that China's #Wuhan BSL-4 was a #biowarfare lab. China's culture of obedience, secrecy, fear is a recipe for dangerous coverups ; biohazard accidents on innocent Chinese. For ex., #SARS escaped ""lab containment"" in Beijing many times from 2004. URL URL",not stigmatizing,Bio-weapon;Chinese government (Chinese communist party - CCP);Wuhan virus lab,,18
https://twitter.com/edent/status/1222359677515653120,"You can apologise to dictators and tyrants, but when they take your freedoms, torture/imprison your brothers, kill your sons and rape your daughters than let me know if you apologise for a satire but truth meme. Coronavirus is a made in China virus like it or not. #coronavirus URL",not stigmatizing,Bio-weapon;Chinese government (Chinese communist party - CCP);Wuhan virus lab,,18
https://twitter.com/edent/status/1222359917589254144,I would say eating dogs in China is like eating poronkäristys in Finland. Do some people do it? Yes. Do the majority do it? No. Is it hypocritical to say its ok to eat pig/horse/cow but not dog? Yes. I don't eat dog myself and support actions against cruelty against animals.,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222360493458952193,"Sorry fam, I know you're digging being Twitter famous believing the racist Koolaid and all but it's not a matter of Chinese ""eating weird shit"" it's a Seafood Market in Wuhan producing made to order exotic animals to consumers, still warm from death. #FactCheck truth URL",not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222361096083800064,"China: eat rats, bats, dogs, etc
 

 *Gets Coronavirus*
 

 China: Panicking
 

 Psh. I know they didn't wished for it but they asked for it",stigmatizing - medium,Wet market and eating habits,,18
https://twitter.com/edent/status/1222361692866326529,I am from China. Most Chinese don't eat dogs or cats or exotic animals. China has a big population and different states have different customs. Don't generalize people like that. I don't like people to eat those animals either,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222362049738502146,"This Israeli expert connects Wuhan leakage to China's covert biological warfare weaponisation. 
 Actually, China is alleged to have stolen this virus fri Canadian labs for its covert weapon programs.
 URL",not stigmatizing,Bio-weapon;Wuhan virus lab,,18
https://twitter.com/edent/status/1222366933934170112,"7. China has denied having any offensive biological weapons, but a State Department report last year revelead suspicions of covert biological warfare work (Coronavirus may have originated in lab linked to China's biowarfare program. Washingtontimesdotcom).",not stigmatizing,Bio-weapon;Wuhan virus lab,,18
https://twitter.com/edent/status/1222366046742548481,Look at the food they eat. It’s all kill endangered animals and wet butcher shops. Canada's Chinese community battles racism amid coronavirus outbreak URL,not stigmatizing,Wet market and eating habits,,18
https://twitter.com/edent/status/1222356819483426819,"Coronavirus was created in a lab. Was it injected into the unKosher food chain that Chinese like to indulge in. Rats, Batts snakes and other unclean animals that we would never eat.  
 

 URL via",not stigmatizing,Bio-weapon;Wet market and eating habits;Wuhan virus lab,,18
https://twitter.com/edent/status/1222367056349126659,"130 people have died in china of #coronavirus. Our ancestors were always intelligent taught us to eat veg food keep kitchen clean. 
 

 Go eat insects beef pig dog and suffer of these diseases and cancer.",not stigmatizing,COVID-19 cases and deaths statistics,,18
https://twitter.com/edent/status/1222367160246423553,Note to China and other places that boil alive torture and kill innocent animals : God or whoever you see as God has created these animals that you wish to torture kill and eat. Do you not know this is Evil ? You must know this is Evil. If you don't you must be dead.,stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222366986669371392,"China cheated lied, killed and stole, sent threats, and still does it...
 And someone probably thought it was alright to have them at the head of some international organisations.",stigmatizing - medium,Chinese government (Chinese communist party - CCP),,18
https://twitter.com/edent/status/1222366393301110791,"You’d rather eat shit? Here at the house of Wu, we fry all your bugs and bats in gutter oil! The best of both worlds. So please understand that if you think that it’s nasty or anything YOURE A DAMN RACIST. Thank you for reading. #china #number #one #bigot",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222354164786900993,They really be eating shit they dont have no business eating in china like who tf eating bat soup,stigmatizing - medium,Wet market and eating habits,,18
https://twitter.com/edent/status/1222539958080233472,Y’all remember that viral tweet bitching about how it’s racist to say coronavirus came from odd meats Chinese eat cause whites eat uncooked pork or some shit?? Anyway someone find the tweet so I can attach the news article about the virus being traced to the Wuhan meat market,stigmatizing - low,Wet market and eating habits,,18
https://twitter.com/edent/status/1222540897402769408,"Big Medicine
 VIRUS FEAR
 as political tool
 

 ZIKA: 2015-16
 FAKE REPORTS
 of ZIKA used to kill
 Brazil Carnival Tourism
 as Washington quietly
 fought with Brasilia.
 

 CORONAVIRUS: The
 West attacks China
 with a FAKE VIRUS
 THREAT crushing
 tourism ; Trade.
 

 FOLLOW THE $$
 

 #rogerbezanis URL",unknown/irrelevant,Other,,18
https://twitter.com/edent/status/1222540954537746437,"It’s not from wild meat, it’s a man made virus that was created at a lab in Wuhan. Stop being racist",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wuhan virus lab,,18
https://twitter.com/edent/status/1222541196653817856,"My reaction when I see divisive Tweets from divisive media.
 

 Please keep your Twitter coordinator away from the broadcast studio. Criticizing Canadians who criticize wet meat markets (and the eating of bats ; rats) in China is weird. URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,18
https://twitter.com/edent/status/1222544231476224000,"Don’t Blame Bat Soup for the Wuhan Virus. Racist memes target Chinese eating habits, but the real causes of the #coronavirus are more mundane.
 

 URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),duplicate,18
https://twitter.com/edent/status/1222544206725554176,"There are two bio-warfare labs right near Wuhan. I’d like to pin it on bat soup but my money is on the labs for how it started, oh and the video of Chinese people spitting on elevator buttons to spread it. Stupid? Or money driven to spread it everywhere? Georgia guidestones.",not stigmatizing,Bio-weapon;Wuhan virus lab,,18
https://twitter.com/edent/status/1222544128883322881,"Big Medicine
 VIRUS FEAR
 a political tool
 

 ZIKA: 2015-16
 FAKE REPORTS
 of ZIKA used to kill
 Brazil Carnival Tourism
 as Washington quietly
 fought with Brasilia.
 

 CORONAVIRUS: The
 West attacks China
 with a FAKE VIRUS
 THREAT crushing
 tourism ; Trade.
 

 FOLLOW THE $$
 

 #rogerbezanis URL",unknown/irrelevant,Other,duplicate,18
https://twitter.com/edent/status/1222544058477948930,Why are these f***ing Chinese eating snakes ; cat meat in the first place? You're gonna get sick! #coronavirus,stigmatizing - high,Wet market and eating habits,,18
https://twitter.com/edent/status/1222537016522366976,"This virus did not come from an animal, that is propaganda. It came from China stealing the virus last year. People need to start attacking Bio weapon labs not innocent victims. #WuhanVirus #WuhanCoronavirus #WuhanPneumonia 
 URL",not stigmatizing,Bio-weapon;Wuhan virus lab,,18
