tweet id,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1252287463814545409,#COVID19 myocarditis may mimic STEMI on ECG but usually no reciprocal changes. See Rush algorithm for decision-making. #CVDCOVID  URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1241236487246458880,"Yeah not long ago, new york lights up towers in pink to celebrate passing laws murdering the unborn till delivery. What colour would you choose now pagans #coronavirus",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250047089318465537,I no sabi book like that but and does this sound or look proper for a supposed first class Anatomy graduate?? URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243450955082891264,This is amazing 👍. Kudos to all the kind hearted soldiers URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245471249033093120,"3-month rental payment deferment for #Fiji Public Rental Board 2000-member clients 
 

 #FijiNews
 #COVID19 
 

 More details: URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1245652846688649220,Ebonyi State completes construction of #Coronavirus testing center URL URL,unknown/irrelevant,News,,17
https://twitter.com/edent/status/1239883458295377920,Melaka dah 17. ☹ Im gonna hibernate more often now. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239585552829239297,True... #COVID19de #COVID19deutschland #coronavirusdeutschland URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252352424481677313,Biggest accomplishment of 2020 💪🏽 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237736331591274496,"Loooool she has conflated two issues. But lets not downplay how it has been proven that 5G towers — and radio waves — *can* give people cancer (although this has been “disproven” URL 
 

 Saying this, these diseases are carcinogenic moreso than flu based. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247629976674996224,"Tune in tomorrow, April 8th, at 12 noon EST to learn more about what is and isn't yet known about #COVID19. The webinar will include presentations and panel discussions with some of the nation's leading experts in #diabetes and infectious disease. URL URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1254455227345862656,"Three things that help me get though #COVID19 #SocialDistancing 
 1. Long runs 🏃‍♀️
 2. Gardening and cooking 🌱 
 3. Nightly cocktail experiments 🥃🍸
 Bonus: random FaceTimes with amazing friends 🥰
 

 Gimme your three:",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244523701313380352,"HOMETOWN HELPERS: UPS driver in NYC secures thousands of medical masks to protect coworkers and customers from #coronavirus
 URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1250779401018580993,RIP ⚰ to Myself in Addy😂💔💔🙆 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244686527390576646,"Mostly Muslims everywhere getting affected from #coronavirus 
 

 Some dots to join....
 Foreign islamic mercenaries, 
 Nizamuddin mosque ,
 Namaaz Gathering ,
 Mecca ;  Iran tour of muslim pilgrims ,
 

 And add...
 To the Worst is tiktok video's on Sunnat / 5 times Namaaz etc",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243960196466126849,"Nkani ya France couple: 28 #COVID19 cases in #Zambia. 2 = France. 26 = Pakistan. 25 of 26 from a single Pakistan trip. The way people hated on that couple who went on holiday to France, came back, self-isolated as instructed, called MoH when they developed #coronavirus symptoms🤷🏾‍♀️",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251137943516991488,"#Google saw more than 18 million daily #malware and #phishing emails related to #COVID19 last week; 
 Via 
 

 URL
 

 #coronavirus #pandemic #InfoSec #Security #CyberSecurity #DataBreach #DataProtection #CyberAttack #CyberWar #Hacker #Botnet #Ransomware",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1237829334175559681,U of T will likely shut down if #coronavirus situation in Toronto worsens #CoronaVirusUpdate #coronaviruseducation #Internationalstudents #canada #toronto #coronavirustoronto URL,unknown/irrelevant,News,,17
https://twitter.com/edent/status/1242388208882552834,No travel!! Travel was the cause of spread of virus!!! URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249822676748849155,"A gente vai resistir!
 Party Pooper #covid19 
 #goodvibes #rio
 #resistance #poesia please em I Was Just Thinking Out Loud URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241443612354805760,"URL
 

 Our mayor has issued a 10p-6a Curfew until further notice trying to stop the spread of the virus. #Columbus #Mayor #Curfew #CoronaVirus #CoronavirusPandemic #StaySafe #StayAtHome #Twitch #YouTube",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244378585219112962,This is to EVERYONE in our mighty #NHS 👏🏼 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239060823537938434,"and faculty, residents and students- if you need any assistance with childcare, errands, transportation etc- students have availability to help out. DM any of us!
 Shoutout my classmates led by for making this happen &lt; 3 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242287857194188801,I guess that’s the reason you use those terms instead of #coronavirus or #COVID19 🤔,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239395322557870080,"TOMORROW: Mass. trial courts are closed, so defense attorneys have to investigate and make bail arguments telephonically.
 

 I'm going to go out on a limb and say this is a suboptimal solution to the #COVID19 crisis. URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245256749541724160,Coronavirus: Regulators urge savers to avoid rash decisions on pensions URL via #pensions #advice #coronavirus #financialservices #savings #regulation #fraud #financialadvice #TPR #FCA #MaPS,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1254885880780775433,The latest The Roberto Persivale Daily! URL Thanks to #covid19 #biodiversity,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238291873581711361,"One suggestion that he should tell BJP that #coronavirus spreads through rape. So on a priority basis, BJP people should stop raping URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242243413992517633,"Thx for a great virtual mtg to discuss the #covid19 response among TO family MDs
 

 I learned the #covid19 assessment centres have shifted their role to primarily testing essential workers so they are cleared quickly for work. Fam MDs can look up pt results via OLIS",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242310943045865472,It may seem like a Movie Situation but here the Superhero is You... #StayHomeStaySafeSavelives #COVID19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240190549153517568,#COVID19 #pandemic #Netherlands -- #Dutch heads slowly to #lockdown as issued orange code travel warning suggests. People urged only to travel abroad when it is needed. Travel ban imposed when code is set on red.,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239838046880763905,"As the #COVID19 spreads across the globe, it appears to be setting off a feedback loop with #inequality. Coronavirus deepens inequality, and inequality worsens its spread URL via",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243235844665815043,"Sooooo, how does this work? #coronavirus doesn’t differentiate county lines. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241183860320280577,"A must watch - giving clear direction about changes required to be made by you, me and everyone ..... URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253591409610743814,"Reference: URL
 

 #awareness #basics #COVID19 #coronavirus #dotsci #didyouknow #explore #facts #health #human #infographic #IndiaFightsCorona #india #pandemic #english #sciencebeyondlanguage #Science #socialawareness #virus #prevention #symptoms #transmission URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238090295457259520,Capacity of only 100 #COVID19 tests per day in PA? Philly is full of expertise and PCR machines. Should we outsource initial testing? Real data stops epidemics. Let us all help?,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245792322521952256,"Exactly: ""the irony... while scores of #creatives are left unemployed in #COVID19’s wake."" URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247214710476410883,Chick-fil-A is really on its P; Qs today . #COVID19 #MondayMood URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244550820940701696,"If we practice these prevention tips👇, we will defeat the pandemic. 🌍 United against #COVID19 
 #Coronavirustruth 
 #MondayMotivaton URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251590211223597058,"Something fishy is going on with this CoronaVirus Shutdown. Quick read:
 URL
 #Covid19 #Coronavirus #Inittogether #Plandemic #Lockdown #Socialdistancing
 #Publichealth #Mentalhealth #Filmyourhospital",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239301912740220928,New York URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246813954023870464,"Dr. Fauci addresses the question of whether despite the depths we might see (near term) with mitigation, do we have #COVID19 under control ? URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240972331809472513,We will reach the 1000 mark very soon at this rate 🤕 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246603241921675265,"#SocialDistancing #CoronaLockdown #Coronavirus #COVID19 #StayAtHomeAndStaySafe On URL Listen great artists: From Hell by Hidden Phase Don't forget, click the link URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244206545082204161,"This is a country that has the concerns of the masses at heart..
  which way oo?
 All those donations from  when will they be disbursed?
 #COVID19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238214845151002627,#COVID19 in Kentucky: State officials say many school districts anticipated this recommendation that they stop having classes and were prepared for this. Several school districts already decided to close before the state announced that recommendation just now.,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238745860759904257,"No cancel the upcoming Races, #coronavirus will be solve soon, now we need safety precaution from #virus. So don't cancel the Races, let's hope ;  be patient everything must be solved. Eagerly Waiting for #Formula1 #GrandPrix... 🙌",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247156405733228544,"mericans trying to demonize the police for doing their job. Whining about necessities after breaking the law. Must be an American thing to do. Anyone surprised how they managed to get Trump of all people to lead their country? 😂
 #coronavirus URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253066673042583553,"Join at the #EUvsVirus virtual #hackathon April 24 - 26 📅 and develop business continuity solutions for #COVID19. 🤜 #AllTogetherNow 
 

 More info 👉 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240385629621489664,Creepiest sight at bus stops is seeing people wearing those surgical masks. #coronavirus URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1237175176397074432,"Keep safe everyone
 #nCoV19 #coronavirus",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239490800632901632,"""Develop the vaccine “for the U.S. only.”...🤮 URL",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1253961946778480641,Nigeria finally Joined the list😭😭😭 URL,unknown/irrelevant,Other,,17
